# Program:featureCounts v2.0.1; Command:"featureCounts" "-Q" "10" "-t" "exon" "-g" "gene_id" "-T" "32" "-a" "data/GCF_000001405.40_GRCh38.p14_genomic.gtf" "-o" "8.features/features_count.txt" "7.samtools/SRR14689338_mixed.bam" "7.samtools/SRR14689339_mixed.bam" "7.samtools/SRR14689340_lymphoblastic.bam"  	  	  	  	  	  	 
Geneid 	 7.samtools/SRR14689338_mixed.bam 	 7.samtools/SRR14689339_mixed.bam 	 7.samtools/SRR14689340_lymphoblastic.bam 	  	  	 
MIR6782 	 0 	 0 	 0 	  	  	 
ATXN7L3-AS1 	 42 	 99 	 80 	  	  	 
SLC4A1 	 2650 	 3817 	 3478 	  	  	 
LOC105371790 	 0 	 0 	 1 	  	  	 
RUNDC3A-AS1 	 4 	 6 	 5 	  	  	 
RUNDC3A 	 44 	 132 	 160 	  	  	 
SLC25A39 	 833 	 1830 	 1261 	  	  	 
LOC124904009 	 14 	 32 	 15 	  	  	 
GRN 	 1983 	 1750 	 1406 	  	  	 
FAM171A2 	 2 	 8 	 10 	  	  	 
ITGA2B 	 136 	 199 	 129 	  	  	 
GPATCH8 	 1797 	 2645 	 1950 	  	  	 
LOC105371791 	 0 	 2 	 0 	  	  	 
FZD2 	 53 	 172 	 198 	  	  	 
LINC01180 	 0 	 0 	 0 	  	  	 
MEIOC 	 6 	 29 	 9 	  	  	 
CCDC43 	 269 	 284 	 293 	  	  	 
LOC105371792 	 4 	 2 	 0 	  	  	 
LOC124904010 	 0 	 1 	 3 	  	  	 
DBF4B 	 266 	 353 	 477 	  	  	 
LOC107985044 	 1 	 0 	 3 	  	  	 
ADAM11 	 52 	 42 	 23 	  	  	 
GJC1 	 15 	 4 	 868 	  	  	 
HIGD1B 	 1 	 7 	 7 	  	  	 
EFTUD2 	 1283 	 1568 	 1259 	  	  	 
CCDC103 	 16 	 1 	 5 	  	  	 
GFAP 	 7 	 0 	 0 	  	  	 
FAM187A 	 0 	 0 	 0 	  	  	 
LOC105371793 	 0 	 1 	 3 	  	  	 
KIF18B 	 393 	 427 	 988 	  	  	 
MIR6783 	 0 	 1 	 0 	  	  	 
C1QL1 	 2 	 0 	 36 	  	  	 
LOC107987243 	 1 	 3 	 3 	  	  	 
DCAKD 	 382 	 692 	 708 	  	  	 
NMT1 	 1508 	 2050 	 2297 	  	  	 
PLCD3 	 77 	 117 	 105 	  	  	 
MIR6784 	 0 	 0 	 0 	  	  	 
ACBD4 	 185 	 238 	 246 	  	  	 
HEXIM1 	 989 	 1116 	 766 	  	  	 
HEXIM2 	 46 	 91 	 65 	  	  	 
LOC105371795 	 9 	 11 	 1 	  	  	 
FMNL1-DT 	 145 	 157 	 32 	  	  	 
FMNL1 	 864 	 956 	 253 	  	  	 
LOC124904011 	 356 	 501 	 66 	  	  	 
MAP3K14-AS1 	 12 	 37 	 10 	  	  	 
SPATA32 	 4 	 8 	 0 	  	  	 
MAP3K14 	 564 	 822 	 478 	  	  	 
LOC105371796 	 0 	 0 	 0 	  	  	 
ARHGAP27 	 0 	 0 	 0 	  	  	 
LOC124904016 	 0 	 0 	 0 	  	  	 
PLEKHM1 	 0 	 0 	 0 	  	  	 
MIR4315-1 	 0 	 0 	 0 	  	  	 
LOC105369225 	 0 	 0 	 0 	  	  	 
LRRC37A4P 	 0 	 0 	 1 	  	  	 
MAPK8IP1P2 	 0 	 0 	 0 	  	  	 
LINC02210 	 0 	 0 	 0 	  	  	 
LINC02210-CRHR1 	 0 	 0 	 0 	  	  	 
LOC105371802 	 0 	 0 	 0 	  	  	 
LOC107985028 	 0 	 0 	 0 	  	  	 
CRHR1 	 0 	 0 	 0 	  	  	 
MAPT-AS1 	 0 	 0 	 0 	  	  	 
SPPL2C 	 0 	 0 	 0 	  	  	 
MAPT 	 0 	 0 	 0 	  	  	 
MAPT-IT1 	 0 	 0 	 0 	  	  	 
LOC105371800 	 0 	 0 	 0 	  	  	 
STH 	 0 	 0 	 0 	  	  	 
KANSL1 	 0 	 0 	 0 	  	  	 
LOC107985027 	 0 	 0 	 0 	  	  	 
KANSL1-AS1 	 0 	 0 	 0 	  	  	 
LRRC37A 	 8 	 10 	 86 	  	  	 
LOC124904014 	 0 	 0 	 0 	  	  	 
ARL17B 	 33 	 49 	 62 	  	  	 
LRRC37A2 	 29 	 30 	 93 	  	  	 
NSFP1 	 0 	 0 	 0 	  	  	 
ARL17A 	 0 	 1 	 0 	  	  	 
NSF 	 0 	 0 	 0 	  	  	 
WNT3 	 0 	 0 	 0 	  	  	 
LOC101929777 	 0 	 0 	 0 	  	  	 
WNT9B 	 0 	 0 	 0 	  	  	 
LINC01974 	 0 	 0 	 0 	  	  	 
LOC112268191 	 0 	 0 	 0 	  	  	 
GOSR2 	 1028 	 1105 	 817 	  	  	 
MIR5089 	 0 	 0 	 0 	  	  	 
RPRML 	 1 	 0 	 1 	  	  	 
LOC101927060 	 664 	 587 	 449 	  	  	 
LOC124904015 	 2 	 1 	 2 	  	  	 
CDC27 	 687 	 870 	 846 	  	  	 
MYL4 	 84 	 123 	 108 	  	  	 
ITGB3 	 138 	 116 	 154 	  	  	 
LOC107985029 	 0 	 0 	 0 	  	  	 
EFCAB13-DT 	 0 	 3 	 6 	  	  	 
EFCAB13 	 91 	 179 	 207 	  	  	 
MRPL45P2 	 31 	 41 	 24 	  	  	 
NPEPPS 	 737 	 873 	 573 	  	  	 
KPNB1-DT 	 23 	 49 	 57 	  	  	 
KPNB1 	 2817 	 3291 	 3133 	  	  	 
TBKBP1 	 773 	 2020 	 1431 	  	  	 
TBX21 	 95 	 917 	 805 	  	  	 
OSBPL7 	 824 	 1050 	 1351 	  	  	 
MRPL10 	 383 	 588 	 645 	  	  	 
LRRC46 	 50 	 45 	 138 	  	  	 
SCRN2 	 548 	 809 	 1064 	  	  	 
SP6 	 8 	 15 	 3 	  	  	 
SP2-DT 	 34 	 38 	 43 	  	  	 
SP2 	 839 	 1189 	 1039 	  	  	 
SP2-AS1 	 29 	 57 	 54 	  	  	 
PNPO 	 202 	 393 	 496 	  	  	 
PRR15L 	 2 	 2 	 3 	  	  	 
CDK5RAP3 	 1403 	 1992 	 2177 	  	  	 
LOC124904017 	 0 	 0 	 0 	  	  	 
COPZ2 	 8 	 4 	 12 	  	  	 
MIR10226 	 0 	 0 	 0 	  	  	 
MIR152 	 0 	 0 	 0 	  	  	 
NFE2L1-DT 	 0 	 0 	 2 	  	  	 
NFE2L1 	 1756 	 2264 	 2186 	  	  	 
CBX1 	 120 	 608 	 556 	  	  	 
SNX11 	 405 	 324 	 301 	  	  	 
SKAP1 	 27 	 153 	 16 	  	  	 
LOC124904018 	 1 	 10 	 1 	  	  	 
MIR1203 	 0 	 0 	 0 	  	  	 
SKAP1-AS2 	 0 	 1 	 0 	  	  	 
LOC124904151 	 0 	 0 	 0 	  	  	 
LOC101927166 	 0 	 0 	 0 	  	  	 
LOC124904019 	 0 	 0 	 0 	  	  	 
LOC105371808 	 0 	 0 	 0 	  	  	 
HOXB1 	 0 	 0 	 0 	  	  	 
HOXB2 	 16 	 56 	 16 	  	  	 
HOXB-AS1 	 0 	 4 	 0 	  	  	 
HOXB3 	 10 	 46 	 23 	  	  	 
HOXB-AS2 	 2 	 1 	 1 	  	  	 
HOXB4 	 1 	 14 	 7 	  	  	 
MIR10A 	 0 	 0 	 0 	  	  	 
HOXB-AS3 	 0 	 0 	 1 	  	  	 
HOXB5 	 1 	 0 	 3 	  	  	 
HOXB6 	 1 	 1 	 2 	  	  	 
HOXB7 	 7 	 3 	 20 	  	  	 
HOXB8 	 1 	 0 	 0 	  	  	 
HOXB9 	 0 	 0 	 1 	  	  	 
HOXB-AS4 	 0 	 1 	 0 	  	  	 
MIR196A1 	 0 	 0 	 0 	  	  	 
LINC02086 	 1 	 7 	 1 	  	  	 
PRAC2 	 0 	 0 	 0 	  	  	 
PRAC1 	 0 	 0 	 0 	  	  	 
MIR3185 	 0 	 0 	 0 	  	  	 
HOXB13 	 0 	 0 	 0 	  	  	 
LOC105371811 	 0 	 0 	 0 	  	  	 
LOC105371812 	 0 	 0 	 0 	  	  	 
TTLL6 	 2 	 9 	 5 	  	  	 
LOC105371813 	 0 	 0 	 0 	  	  	 
CALCOCO2 	 920 	 1170 	 961 	  	  	 
LOC105371814 	 5 	 5 	 3 	  	  	 
LOC124900395 	 0 	 0 	 0 	  	  	 
ATP5MC1 	 118 	 146 	 153 	  	  	 
UBE2Z 	 1248 	 1802 	 1418 	  	  	 
SNF8 	 216 	 329 	 228 	  	  	 
LOC124904116 	 0 	 0 	 0 	  	  	 
GIP 	 0 	 0 	 0 	  	  	 
IGF2BP1 	 0 	 0 	 0 	  	  	 
LOC124904020 	 0 	 0 	 0 	  	  	 
B4GALNT2 	 0 	 0 	 0 	  	  	 
LOC124904021 	 0 	 0 	 0 	  	  	 
TRQ-TTG1-1 	 0 	 0 	 1 	  	  	 
GNGT2 	 45 	 109 	 93 	  	  	 
ABI3 	 257 	 445 	 532 	  	  	 
PHOSPHO1 	 261 	 948 	 408 	  	  	 
LOC124904022 	 2 	 0 	 0 	  	  	 
FLJ40194 	 2 	 4 	 0 	  	  	 
ZNF652 	 819 	 1275 	 897 	  	  	 
MIR6129 	 0 	 0 	 0 	  	  	 
LOC124904111 	 0 	 0 	 0 	  	  	 
ZNF652-AS1 	 11 	 14 	 18 	  	  	 
PHB1 	 570 	 782 	 633 	  	  	 
LINC02075 	 0 	 0 	 0 	  	  	 
NGFR 	 55 	 245 	 585 	  	  	 
NGFR-AS1 	 1 	 2 	 4 	  	  	 
MIR6165 	 0 	 0 	 1 	  	  	 
NXPH3 	 896 	 53 	 267 	  	  	 
SPOP 	 807 	 921 	 889 	  	  	 
LOC107984999 	 7 	 4 	 4 	  	  	 
SLC35B1 	 276 	 354 	 355 	  	  	 
FAM117A 	 938 	 1173 	 976 	  	  	 
KAT7 	 892 	 1402 	 1040 	  	  	 
TAC4 	 7 	 19 	 10 	  	  	 
FLJ45513 	 6 	 32 	 24 	  	  	 
DLX4 	 12 	 10 	 1 	  	  	 
DLX3 	 2 	 0 	 0 	  	  	 
PICART1 	 1 	 0 	 1 	  	  	 
ITGA3 	 30 	 96 	 437 	  	  	 
LOC124904024 	 1 	 0 	 0 	  	  	 
PDK2 	 202 	 344 	 303 	  	  	 
LOC124904026 	 3 	 7 	 9 	  	  	 
SAMD14 	 7 	 24 	 96 	  	  	 
PPP1R9B 	 1871 	 2359 	 1358 	  	  	 
LOC124904025 	 2 	 6 	 3 	  	  	 
LOC105371818 	 0 	 3 	 1 	  	  	 
SGCA 	 0 	 2 	 0 	  	  	 
H1-9P 	 0 	 0 	 0 	  	  	 
COL1A1 	 194 	 19 	 1088 	  	  	 
LINC01969 	 0 	 0 	 0 	  	  	 
LOC124904130 	 0 	 1 	 0 	  	  	 
LOC105371822 	 0 	 1 	 7 	  	  	 
LOC124904028 	 0 	 0 	 0 	  	  	 
TMEM92 	 47 	 69 	 62 	  	  	 
TMEM92-AS1 	 3 	 1 	 9 	  	  	 
XYLT2 	 401 	 1156 	 742 	  	  	 
MRPL27 	 105 	 111 	 111 	  	  	 
EME1 	 119 	 162 	 194 	  	  	 
LRRC59 	 1232 	 1619 	 1069 	  	  	 
ACSF2 	 474 	 389 	 296 	  	  	 
CHAD 	 32 	 31 	 25 	  	  	 
RSAD1 	 490 	 1113 	 696 	  	  	 
MYCBPAP 	 152 	 169 	 111 	  	  	 
EPN3 	 5 	 9 	 1 	  	  	 
LOC105371824 	 0 	 5 	 4 	  	  	 
SPATA20 	 734 	 826 	 715 	  	  	 
CACNA1G-AS1 	 0 	 1 	 0 	  	  	 
CACNA1G 	 1 	 1 	 1 	  	  	 
LOC101927253 	 0 	 0 	 0 	  	  	 
ABCC3 	 69 	 32 	 44 	  	  	 
ANKRD40 	 642 	 1152 	 744 	  	  	 
LUC7L3 	 2507 	 3679 	 2948 	  	  	 
ANKRD40CL 	 0 	 0 	 0 	  	  	 
MIR8059 	 0 	 0 	 0 	  	  	 
WFIKKN2 	 1 	 1 	 1 	  	  	 
TOB1 	 298 	 450 	 259 	  	  	 
TOB1-AS1 	 15 	 17 	 26 	  	  	 
LOC105371825 	 0 	 0 	 0 	  	  	 
LOC124904102 	 0 	 6 	 0 	  	  	 
LOC124904029 	 1 	 2 	 4 	  	  	 
SPAG9 	 796 	 1555 	 1233 	  	  	 
LOC124904125 	 0 	 1 	 1 	  	  	 
NME1-NME2 	 0 	 0 	 0 	  	  	 
NME1 	 62 	 97 	 57 	  	  	 
NME2 	 13 	 12 	 7 	  	  	 
MBTD1 	 795 	 1275 	 931 	  	  	 
UTP18 	 279 	 418 	 392 	  	  	 
LINC02071 	 0 	 0 	 0 	  	  	 
LINC02072 	 0 	 0 	 0 	  	  	 
LINC02073 	 1 	 3 	 4 	  	  	 
CA10 	 0 	 1 	 0 	  	  	 
LOC105371829 	 0 	 0 	 0 	  	  	 
LINC01982 	 0 	 0 	 0 	  	  	 
LINC02089 	 0 	 0 	 0 	  	  	 
LOC107984983 	 0 	 0 	 0 	  	  	 
LINC02876 	 0 	 0 	 0 	  	  	 
LOC107984982 	 0 	 0 	 0 	  	  	 
LOC124904030 	 0 	 0 	 0 	  	  	 
KIF2B 	 0 	 0 	 0 	  	  	 
LOC107985001 	 0 	 0 	 0 	  	  	 
LOC124904031 	 0 	 0 	 0 	  	  	 
LOC124904033 	 0 	 1 	 0 	  	  	 
TOM1L1 	 13 	 86 	 56 	  	  	 
LOC124904032 	 0 	 1 	 0 	  	  	 
COX11 	 463 	 762 	 494 	  	  	 
STXBP4 	 95 	 123 	 101 	  	  	 
LOC107985002 	 7 	 8 	 4 	  	  	 
HLF 	 7 	 14 	 11 	  	  	 
MMD 	 237 	 281 	 326 	  	  	 
SMIM36 	 0 	 0 	 0 	  	  	 
LOC124904034 	 0 	 0 	 0 	  	  	 
LOC102724732 	 0 	 0 	 0 	  	  	 
LOC101927389 	 0 	 0 	 1 	  	  	 
LOC124904099 	 0 	 0 	 0 	  	  	 
TMEM100 	 1 	 11 	 1 	  	  	 
PCTP 	 460 	 497 	 88 	  	  	 
ANKFN1 	 2 	 1 	 1 	  	  	 
LOC124904035 	 0 	 0 	 0 	  	  	 
LOC112268194 	 0 	 0 	 0 	  	  	 
NOG 	 4 	 195 	 73 	  	  	 
C17orf67 	 60 	 126 	 95 	  	  	 
DGKE 	 310 	 717 	 265 	  	  	 
LOC124904036 	 1 	 2 	 0 	  	  	 
LOC124904037 	 0 	 2 	 0 	  	  	 
MTVR2 	 2 	 2 	 1 	  	  	 
TRIM25 	 1761 	 2665 	 1766 	  	  	 
MIR3614 	 0 	 0 	 0 	  	  	 
COIL 	 353 	 468 	 421 	  	  	 
LOC105371836 	 0 	 0 	 0 	  	  	 
SCPEP1 	 857 	 597 	 186 	  	  	 
RNF126P1 	 0 	 2 	 0 	  	  	 
AKAP1 	 741 	 1931 	 1285 	  	  	 
LOC101927510 	 8 	 8 	 8 	  	  	 
MSI2 	 3469 	 2244 	 1922 	  	  	 
LOC101927557 	 2 	 1 	 1 	  	  	 
LOC107984993 	 202 	 284 	 765 	  	  	 
LOC101927539 	 0 	 0 	 4 	  	  	 
CCDC182 	 0 	 2 	 6 	  	  	 
MRPS23 	 305 	 376 	 315 	  	  	 
CUEDC1 	 146 	 651 	 227 	  	  	 
LOC107985065 	 0 	 0 	 0 	  	  	 
VEZF1 	 1159 	 1516 	 1499 	  	  	 
LOC101929185 	 10 	 59 	 27 	  	  	 
SRSF1 	 2986 	 5095 	 4394 	  	  	 
LOC105371840 	 0 	 0 	 2 	  	  	 
DYNLL2-DT 	 1 	 0 	 0 	  	  	 
DYNLL2 	 1421 	 1868 	 1706 	  	  	 
OR4D1 	 0 	 0 	 0 	  	  	 
MSX2P1 	 0 	 0 	 0 	  	  	 
OR4D2 	 0 	 0 	 0 	  	  	 
EPX 	 598 	 526 	 426 	  	  	 
MKS1 	 178 	 303 	 315 	  	  	 
LOC105371841 	 0 	 3 	 1 	  	  	 
LPO 	 349 	 107 	 39 	  	  	 
LOC124904038 	 1 	 32 	 21 	  	  	 
MPO 	 5737 	 3286 	 1994 	  	  	 
TSPOAP1 	 1299 	 3376 	 2357 	  	  	 
TSPOAP1-AS1 	 262 	 308 	 308 	  	  	 
MIR142 	 34 	 88 	 47 	  	  	 
MIR4736 	 0 	 0 	 0 	  	  	 
SUPT4H1 	 334 	 421 	 334 	  	  	 
RNF43 	 62 	 147 	 67 	  	  	 
HSF5 	 39 	 122 	 75 	  	  	 
MTMR4 	 1436 	 2107 	 1311 	  	  	 
SEPTIN4-AS1 	 0 	 0 	 1 	  	  	 
SEPTIN4 	 17 	 9 	 47 	  	  	 
TEX14 	 4 	 5 	 4 	  	  	 
LOC107985048 	 0 	 0 	 0 	  	  	 
LOC105371842 	 0 	 0 	 0 	  	  	 
LOC124904122 	 2 	 8 	 0 	  	  	 
IGBP1P2 	 0 	 0 	 0 	  	  	 
RAD51C 	 235 	 145 	 220 	  	  	 
LOC105371843 	 0 	 8 	 1 	  	  	 
PPM1E 	 1 	 3 	 27 	  	  	 
TRIM37 	 300 	 380 	 395 	  	  	 
LOC124904039 	 11 	 14 	 39 	  	  	 
SKA2 	 329 	 338 	 482 	  	  	 
MIR454 	 0 	 0 	 1 	  	  	 
MIR301A 	 0 	 0 	 0 	  	  	 
PRR11 	 636 	 547 	 780 	  	  	 
SMG8 	 326 	 276 	 366 	  	  	 
GDPD1 	 38 	 65 	 30 	  	  	 
YPEL2 	 919 	 851 	 523 	  	  	 
MIR4729 	 0 	 0 	 0 	  	  	 
LINC01476 	 0 	 0 	 0 	  	  	 
LOC124904040 	 0 	 0 	 0 	  	  	 
LOC105371845 	 1 	 0 	 0 	  	  	 
LOC105371847 	 0 	 0 	 0 	  	  	 
DHX40 	 657 	 798 	 588 	  	  	 
CLTC 	 4082 	 4526 	 4987 	  	  	 
PTRH2 	 176 	 380 	 263 	  	  	 
VMP1 	 906 	 834 	 574 	  	  	 
MIR21 	 0 	 0 	 0 	  	  	 
TUBD1 	 80 	 98 	 144 	  	  	 
RPS6KB1 	 582 	 863 	 655 	  	  	 
RNFT1 	 150 	 147 	 125 	  	  	 
TBC1D3P1-DHX40P1 	 3 	 3 	 3 	  	  	 
RNFT1-DT 	 5 	 4 	 3 	  	  	 
LOC105371848 	 0 	 0 	 0 	  	  	 
HEATR6 	 289 	 455 	 329 	  	  	 
MIR4737 	 0 	 0 	 0 	  	  	 
HEATR6-DT 	 1 	 0 	 2 	  	  	 
WFDC21P 	 9 	 0 	 0 	  	  	 
LOC653653 	 34 	 10 	 15 	  	  	 
LOC100996660 	 24 	 10 	 13 	  	  	 
CA4 	 169 	 138 	 25 	  	  	 
USP32 	 1152 	 1623 	 671 	  	  	 
SCARNA20 	 0 	 4 	 4 	  	  	 
LOC105371850 	 0 	 0 	 0 	  	  	 
C17orf64 	 3 	 39 	 3 	  	  	 
APPBP2 	 597 	 747 	 603 	  	  	 
LINC01999 	 0 	 1 	 0 	  	  	 
PPM1D 	 310 	 658 	 968 	  	  	 
BCAS3 	 211 	 313 	 194 	  	  	 
LOC124904118 	 0 	 0 	 0 	  	  	 
LOC124904041 	 2 	 6 	 8 	  	  	 
LOC107984992 	 4 	 4 	 9 	  	  	 
LOC101927855 	 0 	 0 	 0 	  	  	 
TBX2-AS1 	 1 	 0 	 0 	  	  	 
TBX2 	 0 	 1 	 2 	  	  	 
LINC02875 	 0 	 0 	 2 	  	  	 
TBX4 	 0 	 0 	 2 	  	  	 
LOC124904042 	 0 	 0 	 0 	  	  	 
NACA2 	 0 	 0 	 0 	  	  	 
BRIP1 	 306 	 228 	 474 	  	  	 
INTS2 	 343 	 544 	 364 	  	  	 
MED13 	 1586 	 2032 	 1250 	  	  	 
TBC1D3P2 	 0 	 0 	 0 	  	  	 
LOC105371853 	 0 	 0 	 0 	  	  	 
LOC105371936 	 0 	 0 	 0 	  	  	 
EFCAB3 	 0 	 0 	 0 	  	  	 
LOC105371854 	 0 	 0 	 0 	  	  	 
METTL2A 	 84 	 136 	 163 	  	  	 
LOC112268200 	 0 	 0 	 0 	  	  	 
TLK2 	 332 	 499 	 426 	  	  	 
LOC107985020 	 2 	 0 	 8 	  	  	 
MRC2 	 180 	 159 	 257 	  	  	 
MARCHF10 	 3 	 1 	 0 	  	  	 
LOC105371855 	 0 	 0 	 0 	  	  	 
MARCHF10-DT 	 0 	 0 	 0 	  	  	 
MIR633 	 0 	 0 	 0 	  	  	 
TANC2 	 369 	 263 	 23 	  	  	 
LOC105371856 	 4 	 1 	 1 	  	  	 
CYB561 	 336 	 1086 	 438 	  	  	 
ACE 	 72 	 267 	 9 	  	  	 
KCNH6 	 1 	 0 	 0 	  	  	 
DCAF7 	 2537 	 2909 	 2251 	  	  	 
TACO1 	 134 	 221 	 162 	  	  	 
MAP3K3 	 1241 	 2000 	 1625 	  	  	 
LOC101927898 	 5 	 26 	 8 	  	  	 
LIMD2 	 1088 	 1375 	 723 	  	  	 
LOC729683 	 201 	 163 	 77 	  	  	 
STRADA 	 561 	 966 	 782 	  	  	 
CCDC47 	 856 	 1316 	 996 	  	  	 
DDX42 	 1961 	 2822 	 2364 	  	  	 
FTSJ3 	 1582 	 1090 	 1068 	  	  	 
PSMC5 	 669 	 694 	 730 	  	  	 
SMARCD2 	 1632 	 1495 	 1603 	  	  	 
TCAM1P 	 1 	 5 	 0 	  	  	 
CSH2 	 0 	 1 	 0 	  	  	 
GH2 	 0 	 0 	 0 	  	  	 
CSH1 	 0 	 0 	 0 	  	  	 
CSHL1 	 0 	 0 	 0 	  	  	 
LOC112268204 	 0 	 0 	 0 	  	  	 
GH1 	 0 	 3 	 28 	  	  	 
CD79B 	 866 	 837 	 1169 	  	  	 
SCN4A 	 193 	 106 	 380 	  	  	 
LOC105371858 	 0 	 0 	 1 	  	  	 
PRR29-AS1 	 9 	 7 	 37 	  	  	 
PRR29 	 83 	 116 	 180 	  	  	 
ICAM2 	 104 	 159 	 183 	  	  	 
ERN1 	 474 	 953 	 250 	  	  	 
SNHG25 	 2 	 6 	 2 	  	  	 
SNORD104 	 18 	 29 	 15 	  	  	 
SNORA50C 	 3 	 23 	 4 	  	  	 
TEX2 	 948 	 1860 	 944 	  	  	 
PECAM1 	 1414 	 1842 	 640 	  	  	 
MILR1 	 716 	 938 	 1287 	  	  	 
POLG2 	 194 	 387 	 211 	  	  	 
DDX5 	 3065 	 3662 	 3137 	  	  	 
MIR3064 	 85 	 102 	 103 	  	  	 
MIR5047 	 245 	 279 	 268 	  	  	 
CEP95 	 444 	 892 	 636 	  	  	 
SMURF2 	 477 	 726 	 509 	  	  	 
ARHGAP27P1-BPTFP1-KPNA2P3 	 436 	 769 	 673 	  	  	 
LOC101929240 	 221 	 440 	 487 	  	  	 
ARHGAP27P1 	 375 	 451 	 354 	  	  	 
MIR6080 	 0 	 0 	 0 	  	  	 
PLEKHM1P1 	 867 	 898 	 478 	  	  	 
MIR4315-2 	 0 	 0 	 0 	  	  	 
LOC105371860 	 2 	 1 	 0 	  	  	 
LOC105376844 	 1 	 2 	 3 	  	  	 
LRRC37A3 	 14 	 93 	 111 	  	  	 
LOC107985000 	 14 	 11 	 9 	  	  	 
AMZ2P1 	 41 	 62 	 47 	  	  	 
LOC124904044 	 2 	 1 	 0 	  	  	 
GNA13 	 2678 	 2884 	 1900 	  	  	 
LOC105371864 	 3 	 1 	 1 	  	  	 
LOC100507002 	 4 	 10 	 16 	  	  	 
RGS9 	 17 	 45 	 21 	  	  	 
LINC02563 	 0 	 0 	 0 	  	  	 
AXIN2 	 16 	 85 	 5 	  	  	 
CEP112 	 34 	 35 	 7 	  	  	 
LOC105371867 	 0 	 0 	 0 	  	  	 
APOH 	 0 	 0 	 0 	  	  	 
PRKCA 	 911 	 2885 	 1472 	  	  	 
PRKCA-AS1 	 0 	 1 	 2 	  	  	 
MIR634 	 0 	 1 	 0 	  	  	 
CACNG5 	 12 	 0 	 33 	  	  	 
CACNG4 	 0 	 3 	 0 	  	  	 
CACNG1 	 0 	 0 	 0 	  	  	 
HELZ 	 2192 	 2822 	 1867 	  	  	 
HELZ-AS1 	 0 	 0 	 2 	  	  	 
LOC124900398 	 0 	 0 	 0 	  	  	 
PSMD12 	 396 	 464 	 680 	  	  	 
PITPNC1 	 261 	 374 	 575 	  	  	 
LOC124904047 	 1 	 0 	 2 	  	  	 
LOC124904124 	 0 	 0 	 0 	  	  	 
LOC124904046 	 1 	 3 	 7 	  	  	 
MIR548D2 	 0 	 0 	 0 	  	  	 
MIR548AA2 	 0 	 0 	 0 	  	  	 
LOC124904045 	 0 	 0 	 0 	  	  	 
LOC101928045 	 12 	 42 	 71 	  	  	 
NOL11 	 357 	 582 	 523 	  	  	 
SNORA38B 	 0 	 3 	 1 	  	  	 
BPTF 	 1989 	 2401 	 1508 	  	  	 
C17orf58 	 31 	 15 	 34 	  	  	 
TRR-CCG2-1 	 0 	 0 	 0 	  	  	 
KPNA2 	 711 	 828 	 962 	  	  	 
LOC124904048 	 1 	 0 	 0 	  	  	 
LINC00674 	 950 	 482 	 340 	  	  	 
LOC105371870 	 87 	 116 	 195 	  	  	 
ARHGAP27P2 	 5 	 7 	 3 	  	  	 
AMZ2 	 606 	 771 	 481 	  	  	 
ARSG 	 83 	 99 	 23 	  	  	 
SLC16A6 	 93 	 78 	 7 	  	  	 
PRKAR1A 	 2709 	 2658 	 2038 	  	  	 
WIPI1 	 90 	 83 	 40 	  	  	 
MIR635 	 1 	 3 	 3 	  	  	 
FAM20A 	 14 	 19 	 25 	  	  	 
LINC01482 	 0 	 0 	 0 	  	  	 
LOC124904049 	 0 	 0 	 0 	  	  	 
LOC105371874 	 0 	 0 	 9 	  	  	 
LOC124904050 	 0 	 0 	 0 	  	  	 
ABCA8 	 2 	 0 	 90 	  	  	 
ABCA9 	 7 	 1308 	 202 	  	  	 
ABCA9-AS1 	 0 	 0 	 0 	  	  	 
LOC124904051 	 0 	 4 	 0 	  	  	 
ABCA6 	 17 	 22 	 30 	  	  	 
MIR4524B 	 0 	 0 	 0 	  	  	 
MIR4524A 	 0 	 0 	 0 	  	  	 
ABCA10 	 0 	 4 	 19 	  	  	 
PRO1804 	 0 	 0 	 0 	  	  	 
ABCA5 	 17 	 130 	 20 	  	  	 
LOC105371878 	 0 	 0 	 0 	  	  	 
LOC105371879 	 0 	 0 	 0 	  	  	 
MAP2K6 	 98 	 169 	 34 	  	  	 
LOC105371880 	 0 	 0 	 0 	  	  	 
LINC01483 	 0 	 0 	 2 	  	  	 
LINC01497 	 0 	 0 	 0 	  	  	 
LOC105371881 	 0 	 0 	 0 	  	  	 
LOC112267896 	 0 	 0 	 0 	  	  	 
LOC124904053 	 0 	 0 	 1 	  	  	 
LINC01028 	 0 	 0 	 0 	  	  	 
KCNJ16 	 2 	 6 	 100 	  	  	 
LOC124904052 	 0 	 0 	 0 	  	  	 
LOC105371882 	 0 	 0 	 0 	  	  	 
KCNJ2-AS1 	 6 	 13 	 8 	  	  	 
KCNJ2 	 40 	 81 	 39 	  	  	 
LOC124904100 	 0 	 0 	 0 	  	  	 
LOC105371884 	 0 	 0 	 0 	  	  	 
LOC124904104 	 0 	 0 	 0 	  	  	 
CASC17 	 0 	 0 	 0 	  	  	 
LOC124904109 	 0 	 0 	 0 	  	  	 
LOC107985015 	 0 	 0 	 0 	  	  	 
ROCR 	 0 	 0 	 0 	  	  	 
LINC01152 	 0 	 0 	 0 	  	  	 
LOC102723517 	 0 	 0 	 0 	  	  	 
SOX9-AS1 	 0 	 0 	 0 	  	  	 
LINC02097 	 0 	 0 	 0 	  	  	 
SOX9 	 6 	 0 	 9 	  	  	 
LOC124900392 	 0 	 0 	 0 	  	  	 
